id,id_order,product_id,product_quantity,sku,unit_price,date,unit_price_total,price_segment,order_id,created_date,name,desc,price,discount,discount_percent,category
1119325,299571,0,1,WDT0183,151.99,2017-01-01 12:00:57,151.99,medium,299571,2017-01-01 12:07:29,"Red 4TB WD 35 ""Mac PC hard drive and NAS",Western Digital hard drive designed for NAS 4TB (WD40EFRX).,169.0,17.00999999999999,10.065088757396444,Storage
1119326,299634,0,3,WDT0183,151.99,2017-01-01 12:01:01,455.97,medium,299634,2017-01-01 12:34:20,"Red 4TB WD 35 ""Mac PC hard drive and NAS",Western Digital hard drive designed for NAS 4TB (WD40EFRX).,169.0,17.00999999999999,10.065088757396444,Storage
1119328,297809,0,1,IFX0016,14.24,2017-01-01 12:01:12,14.24,low,297809,2017-01-01 12:07:38,iFixit Heavy Duty Suction Cups Pack 2 suction cups for iMac,Pack of 2 suction to remove the glass LCD screens for Mac.,20.99,6.749999999999998,32.15817055740828,Desktops
1119347,299648,0,1,PAC1381,355.29,2017-01-01 12:21:21,355.29,high,299648,2017-01-01 12:27:29,Pack QNAP TS-228 | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,398.99,43.69999999999999,10.952655455023933,Networking & Servers
1119360,299650,0,1,NOK0007,65.99,2017-01-01 12:28:27,65.99,medium,299650,2017-01-02 19:28:30,Noke Bluetooth Padlock Padlock Lock Gray,Bluetooth lock (no keys) with APP for iPhone,84.99,19.0,22.35557124367573,Smartphones & Accessories
1119363,299655,0,1,WAC0191,161.49,2017-01-01 12:29:49,161.49,medium,299655,2017-01-01 12:43:56,Education - Wacom Intuos Comic M Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,199.99,38.5,19.250962548127408,Tablets & Accessories
1119367,299655,0,1,WAC0040,35.14,2017-01-01 12:31:41,35.14,low,299655,2017-01-01 12:43:56,Wacom Bamboo Wireless Kit / Intuos graphics tablet accessory kit 5,Wireless Kit Wacom graphics tablets.,39.99,4.850000000000001,12.128032008002004,Tablets & Accessories
1119371,299659,0,1,THU0013,75.99,2017-01-01 12:32:53,75.99,medium,299659,2017-01-01 12:45:54,"Thule Crossover 25L Backpack MacBook Pro 15 ""Black",resistant and waterproof backpack capacity 25 liter bins for MacBook Pro 15-inch iPad and iPhone,99.95,23.960000000000008,23.971985992996505,Smartphones & Accessories
1119388,299667,0,1,WIT0024,94.99,2017-01-01 12:42:40,94.99,medium,299667,2017-01-01 12:50:04,Withings Activite POP Blue Clock,Smartwatch that records sleep and movement for iPhone and iPod Touch.,129.95,34.959999999999994,26.902654867256636,Smartphones & Accessories
1119404,299673,0,1,PAC0569,168.14,2017-01-01 12:56:10,168.14,medium,299673,2017-01-01 20:55:01,"Samsung 256GB SSD expansion PRO Kit for iMac 27 ""2011",Upgrade kit 256GB SSD iMac 27 inch Mid 2011,200.98,32.84,16.33993432182307,Desktops
1119407,299674,0,1,PAC1296,584.24,2017-01-01 12:58:24,584.24,high,299674,2017-01-01 13:26:40,Pack QNAP TS-251 + | 8GB RAM | WD 6TB Network,Pack QNAP TS-251 + with 8GB RAM memory + 6TB (2x3TB) Hard Red WD Mac and PC.,757.99,173.75,22.92246599559361,Memory & RAM
1119419,299681,0,1,SPE0161,35.14,2017-01-01 13:07:07,35.14,low,299681,2017-01-01 13:13:25,"Seethru Speck Case Macbook Air 11 ""Blue Calypso",Protective housing MacBook Air 11 inches.,49.9,14.759999999999998,29.579158316633265,Laptops
1119422,299681,0,1,APP0701,69.34,2017-01-01 13:09:14,69.34,medium,299681,2017-01-01 13:13:25, Apple 45W MagSafe 2 charger MacBook Air in June 2012 (OEM),Apple charger MacBook Air MagSafe 2 45W without original box,89.0,19.659999999999997,22.089887640449433,Laptops
1119448,299696,0,1,KEN0212,18.04,2017-01-01 13:27:25,18.04,low,299696,2017-01-01 14:56:18,Kensington Power Bank External Battery 5200mAh Silver,5200mAh external battery small and light (152g) for iPhone iPad and iPod.,32.99,14.950000000000003,45.31676265535011,Smartphones & Accessories
1119470,299704,0,1,APP0697,12.99,2017-01-01 13:41:17,12.99,low,299704,2017-01-01 13:49:09,OEM USB Cable for iPhone iPad Dock and Apple iPod White Compatible,Cable OEM dock for iPhone iPad and iPod compatible USB Apple (unboxed),25.0,12.01,48.04,Smartphones & Accessories
1119490,299710,0,1,PHI0072,66.49,2017-01-01 14:05:28,66.49,medium,299710,2017-01-01 21:33:03,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge,Kit 2 bulbs E27 + white light controller Bridge,79.95,13.460000000000008,16.83552220137587,Smart Home
1119491,299710,0,1,PHI0079,56.04,2017-01-01 14:06:17,56.04,medium,299710,2017-01-01 21:33:03,Philips Hue White and Color Light Bulb 10W A60 E27 Single,Independent bulb color and white for Philips Hue System,59.95,3.9100000000000037,6.522101751459555,Smart Home
1119506,299719,0,1,OTT0139,21.84,2017-01-01 14:19:14,21.84,low,299719,2017-01-01 14:34:35,OtterBox Symmetry Clear Case iPhone SE / 5s / 5 Transparent / Black,resistant cover and rear transparent thin iPhone SE / 5s / 5,29.99,8.149999999999999,27.175725241747244,Smartphones & Accessories
1119510,299719,0,1,GRT0361,18.04,2017-01-01 14:22:21,18.04,low,299719,2017-01-01 14:34:35,Griffin PowerJolt Car Charger 5V 2A 12W Lightning,Car Charger for iPhone iPad and iPod.,19.99,1.9499999999999993,9.754877438719358,Smartphones & Accessories
1119513,299723,0,2,MAC0122,23.74,2017-01-01 14:26:43,47.48,low,299723,2017-01-01 14:28:41,"Macally USB 3.0 External Enclosure 2.5 ""SATA Plata",Aluminum HDD external case 2.5 USB 3.0 for Mac and PC inches.,29.95,6.210000000000001,20.734557595993326,Cases & Protection
1119529,299696,0,3,SAN0112,18.99,2017-01-01 14:52:01,56.97,low,299696,2017-01-01 14:56:18,SanDisk Ultra Flair Flash Drive 64GB USB 3.0,USB 3.0 flash drive 64GB USB Flash Drive Mac and PC.,24.99,6.0,24.009603841536617,Storage
1119539,299736,0,1,WAC0191,161.49,2017-01-01 14:59:29,161.49,medium,299736,2017-01-01 23:15:06,Education - Wacom Intuos Comic M Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,199.99,38.5,19.250962548127408,Tablets & Accessories
1119540,299737,0,1,JBL0107,94.99,2017-01-01 15:00:18,94.99,medium,299737,2017-01-01 15:12:28,JBL Flip 3 Bluetooth Speaker Black,Bluetooth wireless speaker for iPhone iPad and iPod.,129.99,35.000000000000014,26.925148088314494,Smartphones & Accessories
1119547,299742,0,2,NEA0017,21.84,2017-01-01 15:18:19,43.68,low,299742,2017-01-01 15:25:11,Support Netatmo MOODBOARD or Pluviometer,Netatmo support for weather station,24.99,3.1499999999999986,12.605042016806717,Other
1119600,299773,0,1,OLL0015,50.34,2017-01-01 16:29:19,50.34,medium,299773,2017-01-01 16:32:16,Olloclip 4-in-1 lens Cases Cases Mini Air / Mini Retina,Wide angle fisheye and macro macro x10 x15 for iPad Air iPad Mini / Mini Retina.,69.99,19.64999999999999,28.075439348478344,Tablets & Accessories
1119604,299776,0,1,BNQ0053,398.99,2017-01-01 16:34:28,398.99,high,299776,2017-01-01 16:49:33,"PD2700Q Monitor Benq 27 ""QHD 10bit HDMI pivotable",2K monitor 27 for design professionals sRGB 100% 350cd / m2 animation and editing mode for Mac and PC,337.0,-61.99000000000001,-18.3946587537092,Monitors
1119612,299780,0,1,BEL0293,15.19,2017-01-01 16:43:20,15.19,low,299780,2017-01-01 16:55:22,Belkin SheerForce Air Protect Case iPhone 6 / 6S Gold,Cover with compact design and wear resistant material and UV iPhone 6 / 6s,19.99,4.799999999999999,24.0120060030015,Smartphones & Accessories
1119629,299792,0,1,SYN0146,369.54,2017-01-01 17:05:39,369.54,high,299792,2017-01-01 17:13:53,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,65.44999999999999,15.0463229039748,Memory & RAM
1119641,299802,0,1,TWS0049,28.49,2017-01-01 17:10:48,28.49,low,299802,2017-01-01 17:17:31,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver,Lightning adjustable support for iPhone 5 / 5S / 5C / 6/6 Plus and iPad mini.,39.99,11.500000000000004,28.757189297324338,Smartphones & Accessories
1119643,299803,0,1,TOS0022,98.79,2017-01-01 17:14:21,98.79,medium,299803,2017-01-01 17:20:58,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,41.15999999999998,29.410503751339757,Storage
1119652,299807,0,1,IFX0021,18.99,2017-01-01 17:21:39,18.99,low,299807,2017-01-01 17:32:44,Battery Kit complete change iFixit iPhone 4S Battery,Battery replacement kit with tools for iPhone 4S.,19.95,0.9600000000000009,4.812030075187974,Smartphones & Accessories
1119653,299808,0,1,LAC0181,134.89,2017-01-01 17:21:43,134.89,medium,299808,2017-01-01 17:27:26,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,134.99,0.10000000000002274,0.07407956144901306,Storage
1119657,299811,0,1,SAN0103,20.89,2017-01-01 17:23:24,20.89,low,299811,2017-01-01 17:35:30,SanDisk Ultra SDXC Memory Card 64GB SD 80MB / s Class 10 UHS-I,SDXC Memory Card Class 10 64GB transfer rate 80MB / s.,27.99,7.099999999999998,25.366202215076804,Storage
1119666,299815,0,1,LOG0084,18.99,2017-01-01 17:30:57,18.99,low,299815,2017-01-01 17:34:03,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,71.0,78.89765529503279,Tablets & Accessories
1119689,299823,0,1,WAC0134,288.79,2017-01-01 17:42:06,288.79,medium,299823,2017-01-01 17:53:02,Education - Wacom Intuos Pro M Special Edition Graphics Tablet,Exclusive discount for students and teachers,379.99,91.19999999999999,24.0006315955683,Tablets & Accessories
1119691,299825,0,1,LOG0084,18.99,2017-01-01 17:44:45,18.99,low,299825,2017-01-01 18:27:32,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,71.0,78.89765529503279,Tablets & Accessories
1119702,299829,0,1,LAC0171,275.49,2017-01-01 17:50:48,275.49,medium,299829,2017-01-01 18:00:47,LaCie Porsche Design Desktop Drive 8TB USB 3.0 External Hard Drive,External Hard Drive 8TB 35-inch USB 3.0 for Mac and PC.,249.99,-25.5,-10.200408016320653,Desktops
1119708,299833,0,1,KIN0162,75.04,2017-01-01 18:00:11,75.04,medium,299833,2017-01-01 18:05:22,Kingston SSD Disk 240GB UV400,SSD HDD 240GB SATA 3.0 6Gb / s for Mac and PC,100.77,25.72999999999999,25.53339287486354,Storage
1119724,299847,0,1,APP0100,33.24,2017-01-01 18:24:02,33.24,low,299847,2017-01-01 18:26:23,Apple Adapter Mini Display Port to VGA,Adapter Mini Display Port to VGA MacBook and MacBook Pro (unibody).,35.0,1.759999999999998,5.028571428571423,Laptops
1119728,299850,0,2,APP0698,14.99,2017-01-01 18:25:21,29.98,low,299850,2017-01-01 18:37:51,Apple Lightning Cable Connector to USB 1m White (OEM),Apple Lightning USB Cable 1 meter to charge and sync iPhone iPad and iPod,25.0,10.01,40.04,Smartphones & Accessories
1119733,299850,0,1,GRT0375,18.99,2017-01-01 18:31:36,18.99,low,299850,2017-01-01 18:37:51,Griffin Survivor Case Tactical Apple Watch 42mm Black,Anti-shock Case with Screen Protector for Apple Watch.,34.99,16.000000000000004,45.72735067162047,Smartwatches & Accessories
1119737,299858,0,1,LIF0095,94.99,2017-01-01 18:33:34,94.99,medium,299858,2017-01-01 18:38:51,Lifeproof Fre Power 2600mAh Battery Case Waterproof iPhone 6 / 6S White,Submersible battery cover with water up to 2 meters for iPhone 6 / 6S.,129.99,35.000000000000014,26.925148088314494,Smartphones & Accessories
1119740,299858,0,1,SAT0014,12.34,2017-01-01 18:35:08,12.34,low,299858,2017-01-01 18:38:51,Satechi Lightning to USB Cable Flexible Black 25cm,Lightning durable and flexible 25 cm cable length for iPhone iPad and iPod,23.99,11.649999999999999,48.56190079199666,Smartphones & Accessories
1119742,299859,0,1,PAC1373,470.24,2017-01-01 18:37:16,470.24,high,299859,2017-01-01 20:46:19,Synology Pack DS216J | WD 8TB Network,NAS + 8TB (2x4TB) WD Network for Mac and PC.,513.99,43.75,8.511838751726687,Networking & Servers
1119756,299864,0,2,OWC0153-4,272.64,2017-01-01 18:49:31,545.28,medium,299864,2017-01-01 19:04:29,Mac OWC memory 32GB (4x8Gb) SO-DIMM DDR3 1867MHZ,Mac OWC memory 32GB (4x8Gb) DDR3 1867MHz SO-DIMM 1.35V for 27 inch iMac Retina 5K (Late 2015).,399.96,127.32,31.83318331833183,Desktops
1119757,299865,0,1,IFX0044,43.69,2017-01-01 18:49:55,43.69,low,299865,2017-01-01 18:53:58,"iFixit hard drive bracket Cable MacBook Pro 13 ""2012",SATA hard drive cable and bracket for MacBook Pro 13 inch 2012.,45.99,2.3000000000000043,5.001087192868024,Laptops
1119761,299867,0,1,SAT0050,18.99,2017-01-01 18:53:04,18.99,low,299867,2017-01-01 19:10:01,Satechi Pinza Magnetic Support Aluminum Silver Car,Car holder with two parts: clamp and magnetic plate for iPhone,29.99,11.0,36.67889296432144,Smartphones & Accessories
1119762,299868,0,1,FCM0007-4,227.04,2017-01-01 18:53:05,227.04,medium,299868,2017-01-01 18:58:31,Mac memory FCM 32GB (4x8GB) SO-DIMM DDR3 1333MHz,RAM 32GB (4x8GB) iMac (2010/11).,275.96,48.91999999999999,17.72720684157124,Desktops
1119766,299870,0,1,BLM0016,119.69,2017-01-01 18:54:57,119.69,medium,299870,2017-01-01 18:57:57,Blue Microphones Yeti USB microphone Gray,capsules microphone with three and four different pattern settings for Mac and PC,149.99,30.30000000000001,20.201346756450437,Audio
1119782,299867,0,1,PHI0076,32.29,2017-01-01 19:05:27,32.29,low,299867,2017-01-01 19:10:01,Philips Hue Motion Motion Sensor,System motion sensor for Philips Hue,39.95,7.660000000000004,19.173967459324164,Smart Home
1119788,299879,0,1,TRK0008,28.49,2017-01-01 19:08:50,28.49,low,299879,2017-01-01 19:11:28,Bravo Gold Trackr Locator,Bluetooth locator objects APP for iPhone,29.99,1.5,5.00166722240747,Smartphones & Accessories
1119809,299887,0,1,SPE0142,35.14,2017-01-01 19:24:43,35.14,low,299887,2017-01-01 19:33:32,Speck SeeThru Clear Ipads housing 13 '' opaque,MacBook Air 13 inch casing polycarbonate.,49.9,14.759999999999998,29.579158316633265,Laptops
1119814,299891,0,1,OWC0186,56.99,2017-01-01 19:25:47,56.99,medium,299891,2017-01-01 19:39:40,"OWC Accelsior S Adapter PCIe 2.5 ""Sata 6Gb / s SSD Mac Pro",PCI Express SSD for Mac Pro up to 51 (mid 2006-2012).,78.99,21.999999999999993,27.851626788201028,Desktops
1119820,299895,0,1,PAR0054,65.55,2017-01-01 19:27:08,65.55,medium,299895,2017-01-01 20:17:17,Jumping Parrot Drone White Night BUZZ,MiniDrone remote control with LEDs and video to iPhone iPad and iPod Touch.,159.9,94.35000000000001,59.00562851782364,Smartphones & Accessories
1119846,299818,0,1,TPL0010,19.94,2017-01-01 19:36:53,19.94,low,299818,2017-01-01 19:40:31,TP-Link Wireless USB Adapter T2U Archer Mac Wi-Fi Dual-Band AC 600,Pendrive USB 2.0 WiFi adapter AC600 double bandwidth for Mac and PC,27.71,7.77,28.040418621436302,Storage
1119860,299910,0,1,WAC0090,693.49,2017-01-01 19:43:34,693.49,high,299910,2017-01-01 19:46:17,"Wacom Cintiq 13HD Graphic Tablet 13 ""LED",Graphics Tablet 13-inch LED HD display with 2048 levels interactive pen pressure and pen Pen Pro for Mac and PC.,899.99,206.5,22.944699385548727,Tablets & Accessories
1119872,299909,0,1,LAC0159,176.69,2017-01-01 19:50:09,176.69,medium,299909,2017-01-01 20:08:11,LaCie Porsche Design Desktop Drive 5TB USB 3.0 External Hard Drive,External Hard Drive 5TB 35-inch USB 3.0 for Mac and PC.,174.99,-1.6999999999999886,-0.9714840848048394,Desktops
1119875,299918,0,1,SEA0106,117.79,2017-01-01 19:53:23,117.79,medium,299918,2017-01-01 20:12:04,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3",HDD SSHD 2TB 25 inch SATA interface 6 GB / s and 5400 rpm rotation speed for Mac and PC,129.99,12.200000000000003,9.38533733364105,Storage
1119876,299918,0,1,SAN0099,42.74,2017-01-01 19:53:58,42.74,low,299918,2017-01-01 20:12:04,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold,Wireless 64GB storage for iPhone / iPad / Mac.,49.99,7.25,14.502900580116023,Smartphones & Accessories
1119914,299939,0,1,PHI0072,66.49,2017-01-01 20:25:31,66.49,medium,299939,2017-01-01 20:29:19,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge,Kit 2 bulbs E27 + white light controller Bridge,79.95,13.460000000000008,16.83552220137587,Smart Home
1119922,299944,0,1,SAM0074,153.89,2017-01-01 20:30:39,153.89,medium,299944,2017-01-01 21:55:11,Samsung 850 EVO SSD Disk 500GB,SSD hard drive Mac and PC 25 inch 500GB SATA III with 3D V-NAND.,179.99,26.100000000000023,14.50080560031114,Storage
1119923,299944,0,1,OWC0024,24.69,2017-01-01 20:31:21,24.69,low,299944,2017-01-01 21:55:11,OWC Mount Adapter 25-35 Pro Mac Pro (2009-2012),SSD hard drive adapter or 2.5 for Mac Pro.,35.99,11.3,31.397610447346487,Desktops
1119924,299945,0,2,ADN0042,71.24,2017-01-01 20:31:55,142.48,medium,299945,2017-01-01 21:19:31,Adonith Pixel Pointer Black,Bluetooth digital pen tip 19mm for iPhone and iPad,74.99,3.75,5.000666755567409,Smartphones & Accessories
1119928,299947,0,1,APP1482,549.0,2017-01-01 20:32:33,549.0,high,299947,2017-01-01 20:36:30,Apple iPhone 64GB Silver,New iPhone SE with 4-inch screen 64 free GB.,549.0,0.0,0.0,Smartphones & Accessories
1119933,299944,0,1,OWC0092,44.64,2017-01-01 20:36:45,44.64,low,299944,2017-01-01 21:55:11,Mac OWC Memory 8GB 1066MHz DDR3 DIMM,Mac Pro 8GB RAM (2009/2010).,56.99,12.350000000000001,21.670468503246184,Desktops
1119948,299959,0,2,IFX0079,5.99,2017-01-01 20:47:34,11.98,low,299959,2017-01-01 21:06:06,iFixit part adhesive strips Battery iPhone 6 / 6S,adhesive strips replacement battery for iPhone 6 / 6S,5.95,-0.040000000000000036,-0.6722689075630258,Smartphones & Accessories
1119955,299962,0,1,PAC0133,113.99,2017-01-01 20:49:42,113.99,medium,299962,2017-01-03 17:50:03,Kingston V300 SSD expansion kit 240GB + OWC Mount Pro for Mac Pro 2009 to 2012,240GB SSD expansion kit + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,130.98,16.989999999999995,12.971446022293476,Desktops
1119968,299968,0,1,ADN0019,7.99,2017-01-01 20:53:05,7.99,low,299968,2017-01-03 12:19:25,Adonit Jot Pro Disc Replacement Flip mini and Touch Size S,Disc replacement rubber pointers Flip mini Adonith Pro and Touch.,7.99,0.0,0.0,Other
1119975,299959,0,1,IFX0045,28.41,2017-01-01 20:57:31,28.41,low,299959,2017-01-01 21:06:06,iFixit 64 Bit Driver Kit 64 parts Screwdriver,64-piece kit for any repair iPhone iPad Mac and PC,32.99,4.580000000000002,13.882994846923316,Smartphones & Accessories
1119978,299959,0,1,IFX0021,18.99,2017-01-01 21:01:35,18.99,low,299959,2017-01-01 21:06:06,Battery Kit complete change iFixit iPhone 4S Battery,Battery replacement kit with tools for iPhone 4S.,19.95,0.9600000000000009,4.812030075187974,Smartphones & Accessories
1119995,299981,0,1,MBI0010,16.14,2017-01-01 21:08:10,16.14,low,299981,2017-01-01 21:19:43,Mobility Lab Mouse White Apple,Mouse pad as Apple logo.,19.9,3.759999999999998,18.894472361809036,Keyboards & Mice
1119997,296502,0,1,BEL0242,28.49,2017-01-01 21:08:49,28.49,low,296502,2017-01-01 21:21:57,MIXIT Belkin Charging Dock and iPhone support Lightning Rosa,Loading dock + support synchronization with Lightning connection and USB cable for iPhone 7 / SE / 6s / 6 / 5c / 5s and iPhone 5,34.99,6.5000000000000036,18.576736210345825,Smartphones & Accessories
1120002,299984,0,1,APP0927,19.99,2017-01-01 21:10:46,19.99,low,299984,2017-01-01 21:17:50,EarPods Apple Headphones with Remote and Mic (OEM),EarPods headphones Apple iPhone iPad and iPod with microphone and remote control,35.0,15.010000000000002,42.885714285714286,Smartphones & Accessories
1120003,299973,0,1,LIF0097,56.99,2017-01-01 21:10:53,56.99,medium,299973,2017-01-01 21:17:16,LifeProof Fre Waterproof Case iPhone 6 / 6S White,waterproof and extreme conditions for iPhone 6 / 6S case.,79.99,22.999999999999993,28.7535941992749,Smartphones & Accessories
1120007,296502,0,1,GRT0444,36.09,2017-01-01 21:13:59,36.09,low,296502,2017-01-01 21:21:57,Griffin Survivor iPhone Case Summit 7 Black / Clear / Black,hard case with screen protector and clip support for iPhone 7,44.99,8.899999999999999,19.782173816403642,Smartphones & Accessories
1120018,299991,0,1,LOG0084,18.99,2017-01-01 21:18:11,18.99,low,299991,2017-01-01 21:28:54,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,71.0,78.89765529503279,Tablets & Accessories
1120039,300002,0,1,CRU0016-2,80.74,2017-01-01 21:32:39,80.74,medium,300002,2017-01-01 21:38:06,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1066MHz,RAM 8GB (2x4GB) Mac mini iMac MacBook and MacBook Pro (2009/10).,107.98,27.24000000000001,25.226893869235052,Laptops
1120048,300007,0,1,TWS0049,28.49,2017-01-01 21:39:34,28.49,low,300007,2017-01-01 21:42:11,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver,Lightning adjustable support for iPhone 5 / 5S / 5C / 6/6 Plus and iPad mini.,39.99,11.500000000000004,28.757189297324338,Smartphones & Accessories
